pH,EC,temperature,humidity,light,water_temperature,growth_rate
6.14901424590337,1.4643010539025558,20.870715619167047,60.09714016219797,15433.770942038318,18.196412291358115,0.0
5.958520709648645,1.5389001073892694,20.708308981339165,64.72507176531565,17215.24296521872,17.871783542246792,0.9246091199881498
6.194306561430208,1.4805237877909716,17.65870038548627,67.06485796853707,15762.175783237219,19.90358151203907,1.079704454791227
6.456908956922407,1.622083609389224,21.448960554409346,70.74834455462346,16108.683117661167,21.065662282852443,2.4059615484694934
5.929753987582999,1.8394357062923827,16.274793311058456,75.12081163303439,16860.868727965262,19.373693888269234,2.7644989912958313
5.929758912915246,1.4457915685717593,18.364539185599178,73.47067971685883,15929.243911781272,20.023087502340925,2.4137717432561074
6.473763844652217,1.800164099553683,15.00228046775548,64.10337600776258,13818.58257000417,17.56519153538717,0.0
6.230230418745872,1.4436655855306226,23.896566292407037,68.14143868917174,17248.705005464257,18.250809612278267,1.9091164346096408
5.8591576842195146,1.4304745575006232,19.42112626513676,70.38187794351283,17505.914595898063,20.971464147199278,2.1993858086283167
6.162768013075789,1.7637189236686428,25.41721008704078,68.6889643777675,13802.660690079469,19.053422920516457,1.965412806860846
5.860974692156262,1.7843872756015235,22.007374816298736,68.65352387065853,14748.050553206154,17.51594024847437,1.4608174880114317
5.860281073928923,1.770281987352531,21.12024553337756,61.38628337672864,18428.655540982614,18.06510110957475,0.4692751923197733
6.07258868146981,1.3368405183563719,18.5344307642975,64.2363292443018,16278.441614204694,20.0743025806091,0.6715465902742312
5.426015926602661,1.50680980438559,17.384124910781452,67.98530075430364,16004.261527924438,20.252454020648297,1.1657321064095827
5.4825246502460905,1.7645977184006645,21.30742893474236,54.53387162527419,15488.339911540515,16.315737716760452,0.0
5.831313741227708,1.608308368112779,19.821214976817544,73.20322160004928,14763.156818972038,18.72518255009374,2.2055967631006896
5.696150663899673,1.3852614307605071,16.651824211286748,63.13660450144465,15766.69882923234,17.98431431489338,0.0
6.0942741997785825,1.6916635878250885,16.207853958729203,73.43419066632569,17169.307286998854,17.868928303792583,2.3366500069614835
5.727592777343637,1.457038548201706,17.60324067714104,72.99458002235455,15981.186448742801,20.66061590086143,2.1710280523085848
5.576308889599413,1.9589049696784424,24.552418063165575,67.28153478443808,16732.340903071658,17.524923720212147,1.7985593054540536
6.439694630676466,1.9089682924836517,25.53319479502826,75.00274162850769,18118.848578207875,16.848845793449758,3.831701114655369
5.932267109854039,1.7208194852711136,20.512472868272276,73.71598672462467,15303.426183464568,16.370017391262973,2.3650544107955143
6.020258461406377,1.8722013409539549,20.372356990603222,68.4551926458268,16363.449880790131,17.65090613758871,1.6750000728890635
5.572575544135963,1.6129582700246763,19.159199070426197,67.89120192404151,17205.272273122813,16.52950746244369,1.219280948472188
5.836685182642445,1.7530874988750034,17.663786629226244,75.48616392832179,14880.515639840083,16.270436474921894,2.3321372918477996
6.03327677691296,1.8955440590604151,23.43794764401811,71.16006919703833,16213.663393678966,16.22005974866581,2.3108827174496143
5.654701926773309,1.6490997363588626,24.68394098474284,75.22348584184071,18246.789429551634,16.338914591786402,3.3615805681097037
6.1127094055037015,1.5489625656971433,17.766452285401787,58.055129628236315,15591.699543448221,16.47833522196532,0.0
5.819808393024359,1.2590756083645769,19.792904053938496,70.49242548509731,17282.015845604546,18.79810544331708,1.8664075281784989
5.912491875062017,1.5833732948557013,18.87533424822458,62.11295456515313,15830.635747348273,14.080034954785724,0.0
5.819488016331181,1.7646846369124622,18.949402312837556,69.87105746256618,18159.504420780388,16.596493504032953,1.8565534336060663
6.555683455352681,1.789126685513526,22.964770638574656,73.56910104172943,14025.438533395474,17.799740185283536,2.7593814836925343
5.99595083257862,1.700873013143682,16.720096136584694,78.69570072874552,16077.947429212341,20.29724924035628,3.444172356095783
5.68268672131323,1.4917401810075521,21.166174227340765,65.30916635781406,14225.374365824933,17.508145921846832,0.5539020417343347
6.246763473630956,1.204635686210482,21.820595268264665,67.37147597349008,15158.947820462927,17.693353264234652,1.1365680141320145
5.633746905008693,1.500956980399053,19.644622065995453,69.52233546462232,15151.817457645766,17.82410659204376,1.3454783042058978
6.062659078501427,1.53913102578921,22.23266956746693,65.12734449269055,15679.652431439376,14.352624692444547,0.5058441510520274
5.412098962836067,1.5374142065619973,20.369129601343626,74.89279864394629,14574.050379165616,19.318186201849862,2.5318775839261796
5.601544185330471,1.7237112713955849,23.04282480289028,69.64952727317188,15913.912530928585,19.23484314042275,2.1218854227062143
6.059058370760737,1.997135282202968,16.194486737685367,70.60978511688023,16552.559805377412,19.628992318573346,1.8863273360507027
6.221539973998623,1.6247058403682186,19.128061847482826,73.1008656338708,14161.71624085412,23.01169610605658,2.6068527483168173
6.051410484356992,1.5566536421687078,19.820467142872413,69.64144241812295,15238.081011964634,15.402956794025581,1.3420962905858953
5.965305515283528,1.5481556373991816,13.319481538821627,65.91230435912067,19049.190559315626,15.023946670788654,0.3961215519343968
5.909668891323213,1.624876953381543,17.285118166053664,69.68489880850767,16395.08456663902,19.411734629197976,1.6559848162491402
5.556443402889772,1.4343412479303204,17.966001864103035,65.71909320243306,13818.710554981879,17.325021797628615,0.13119961859646953
5.784046737481588,1.6240397117492111,22.370514987058375,70.53990444558244,14319.440962288256,16.028743492926118,1.6432211568754245
5.8618083687120635,1.69016246726636,18.232891634213498,74.98468860400898,16271.085094447433,17.43487506435806,2.646499076489418
6.317136667865674,1.6419372127148977,17.95480253173506,64.12510853863834,16120.799246289085,16.763312749816556,0.27165026524454866
6.103085486870539,1.6915083868009564,22.04371445164048,62.33814499278954,15295.068637958944,21.449554135594333,0.6893264991096256
5.47108795339118,1.686749521869707,15.955223385524864,70.24624967959836,18631.977948265572,22.523624608046603,2.2420578510259124
6.097225190818438,1.2456206635507114,14.821889831391069,66.16100191628047,19142.474585042386,14.728877417313068,0.5226596953871034
5.884475315875105,1.7273740316790807,19.096019249826632,70.15872637205985,15682.739968180333,15.046902373466725,1.318634214114493
5.796923399908213,1.4657970308675095,16.380733079804113,71.60201760304851,17047.548239112086,16.481263990736185,1.6841338388363107
6.183502886652261,1.3808321673992086,16.475801763350876,59.28156885535731,17107.799405585203,16.620943916641977,0.0
6.309299856748785,1.3791096344290008,21.433584479219956,73.4492471382927,17267.047767373093,16.449479106603164,2.600907215845828
6.27938403573486,1.686708322094506,22.189934594781448,64.15165748522375,15231.897613871315,17.611531640912972,0.7554334451558647
5.748234743033208,1.5554850145550294,21.972160539630313,69.88826024717655,18327.339060664643,17.106330398556118,2.075335826126487
5.907236287244635,1.263606243202918,22.77194165076808,66.70308832280784,15917.683364518709,15.292774814209364,0.8644148886054687
6.099379029421069,1.6956075630384568,23.102835800037006,67.24021492607852,16506.39049723013,15.946383518272038,1.414868893642442
6.292663538136708,1.3120783738402346,14.678524477932672,78.46978969808994,16002.452212273973,21.092677664419128,3.125810259206539
5.856247728646413,1.6279642717036422,21.126029899823667,71.5963376039783,15832.37659324149,17.285103506530632,2.1697708007279988
5.9443023070008545,1.647699785134611,18.675979501076103,74.52344201476795,16334.085351925432,17.18273821674802,2.5445385133659877
5.668099507798192,1.777115416339009,18.13143938502391,70.75470677101372,14576.93731144778,14.959125708345054,1.2904362764894115
5.641138012775799,1.9563369572933704,21.40103658052176,73.10006787327477,13634.61637699162,17.073566545391667,2.152958567252648
